name,rating,rating_count,cost,cuisine,city
HOTEL MAIDAH,4.0,20,400,"North Indian,Snacks",Delhi
Forever Andhra,4.3,50,300,"Andhra,Biryani",Delhi
SUGANDH,4.1,20,500,Indian,Delhi
Shakahari Restaurant (Chawri Bazaar),4.2,100,300,"North Indian,Indian",Delhi
Changezi Chicken (Daryaganj),4.1,50,400,"Indian,Mughlai",Delhi
Gupta Ji's Pav Bhaji,4.1,20,150,Snacks,Delhi
Zaika (Daryaganj),4.1,100,600,"North Indian,Mughlai",Delhi
Karim's Jama Masjid,3.7,100,400,"Mughlai,North Indian",Delhi
Bismillah Kebab Point,4.4,20,150,North Indian,Delhi
Nandlal Ka Dhaba,4.0,100,250,"North Indian,Mughlai",Delhi
Bikanervala Chandni Chowk,4.1,50,400,"Street Food,Fast Food",Delhi
Haldiram's,4.0,100,350,"Sweets,Snacks",Delhi
Nirula's,4.4,20,500,"Pizzas,Pastas",Delhi
Jamun,4.2,20,1000,"Goan,Hyderabadi",Delhi
Lodhi Knights,3.9,100,250,"Mughlai,Indian",Delhi
Punjab Grill,4.1,20,900,"North Indian,Indian",Delhi
Blue Tokai Coffee Roasters,4.3,50,500,"Healthy Food,Pastas",Delhi
Havemore Restaurant,4.1,50,1000,"North Indian,Mughlai",Delhi
Veg Gulati (Pandara Road),4.0,50,1200,"North Indian,Mughlai",Delhi
Gulati (Pandara Road),4.3,100,1000,"North Indian,Biryani",Delhi
Cafe Delhi Heights,3.9,20,800,"Continental,American",Delhi
Makery- Healthy Meal Bowls,4.6,20,800,"Healthy Food,Salads",Delhi
The Artful Baker,4.1,20,600,"Desserts,Bakery",Delhi
Sly Granny,4.3,50,1000,"Pizzas,Salads",Delhi
Khan Chacha,4.3,20,400,"North Indian,Biryani",Delhi
Giani's,4.3,20,200,"Ice Cream,Desserts",Delhi
SodaBottleOpenerWala,4.0,20,600,"Parsi,Biryani",Delhi
Dish Of Odisha,4.2,100,100,North Indian,Delhi
Elma's Brasserie,3.9,50,1100,"Italian,Bakery",Delhi
Ghalib Kabab Corner,3.9,20,300,"Kebabs,North Indian",Delhi
La Vie Pizzeria,4.3,20,800,"Italian,European",Delhi
ARSHAD  ALI  SHAHI  BIRYANI,3.6,100,250,"Biryani,Mughlai",Delhi
L' Opera,4.3,20,600,"Bakery,Desserts",Delhi
Nathu Sweets,3.8,100,400,"North Indian,Sweets",Delhi
Karim's (Dastar khwan e Karim),4.0,20,700,"Mughlai,Indian",Delhi
Side Wok,4.3,50,800,"Chinese,Pan Asian",Delhi
Carnatic Cafe,4.3,100,400,South Indian,Delhi
Mamagoto,4.4,100,800,"Chinese,Asian",Delhi
Saleem Javed Rule The Rolls,4.2,50,600,"Mughlai,Fast Food",Delhi
Azam's Mughlai,4.6,20,550,Mughlai,Delhi
GUPTA VEG FOOD,4.0,100,100,"North Indian,Indian",Delhi
Shri Ram Chole Bhature,3.6,50,150,"North Indian,Beverages",Delhi
Fat Lulu's Cafe & Bar,4.7,20,800,"Pizzas,Italian",Delhi
Choko La,4.2,20,300,"Bakery,Desserts",Delhi
Ichiban,4.3,50,1500,"Chinese,Thai",Delhi
Starbucks Coffee,3.7,50,400,Beverages,Delhi
Chidambaram's New Madras Hotel,4.2,500,300,"South Indian,Chinese",Delhi
Subway,4.5,100,350,"Fast Food,Salads",Delhi
HUSSAINI HOTEL,3.9,50,200,"North Indian,Tandoor",Delhi
Perch Wine and Coffee Bar,3.7,20,1800,European,Delhi
Bobby Di Rasoi,4.3,100,200,"Indian,North Indian",Delhi
Ping's Cafe Orient,4.6,20,1500,"Chinese,Vietnamese",Delhi
Mi food center,3.9,100,250,"Mughlai,Street Food",Delhi
Kamal's Traditional Sweets,4.4,20,200,"North Indian,Sweets",Delhi
DESI THAATH,4.0,20,500,"Indian,Chinese",Delhi
Shiv Da Dhaba,4.3,20,500,"Indian,Chinese",Delhi
Anytime Restaurant,4.6,500,250,"Chinese,North Indian",Delhi
Madras Vyanjan,2.8,20,200,South Indian,Delhi
HEALING BITE,3.3,20,300,Healthy Food,Delhi
La Mia,4.1,50,300,"Bakery,Desserts",Delhi
Keventers Ice Cream,4.0,100,300,"Ice Cream,Desserts",Delhi
Southern Junction,4.0,50,600,South Indian,Delhi
The Good Bowl,4.2,50,400,"North Indian,Punjabi",Delhi
Panda Wokk,3.9,100,600,"Chinese,Thai",Delhi
Dolna Aunty Momos & Chinese,3.6,20,300,"Chinese,Snacks",Delhi
The Burger Club,4.1,1000,250,"American,Beverages",Delhi
Annapurna SWEET HOUSE,4.4,20,70,"Sweets,Snacks",Delhi
Aggarwal Sweet center,4.0,100,150,"North Indian,Sweets",Delhi
JUST A BITE,4.1,100,300,"Chinese,Fast Food",Delhi
The Hunger Home,3.9,100,200,"Chinese,North Indian",Delhi
Chulha Punjabi Da,2.9,20,250,"Mughlai,Indian",Delhi
Ghee and Turmeric,3.8,100,500,"North Indian,Tandoor",Delhi
Tandoori Pizza,3.8,20,500,"Pizzas,Kebabs",Delhi
Edesia by Freshmenu,3.9,20,150,"Desserts,Bakery",Delhi
Carnatic Cafe,4.4,100,400,South Indian,Delhi
Ah So Yum,4.5,500,500,"Chinese,Pan Asian",Delhi
Biswas Sweets,4.0,50,80,Sweets,Delhi
Dolce Gelato,4.5,20,200,"Ice Cream,Desserts",Delhi
Takkar Dhaba,3.6,100,300,"North Indian,Chinese",Delhi
Bikkgane Biryani,4.1,1000,400,"Biryani,Mughlai",Delhi
Prince Chaat by Prince Paan,3.8,20,300,"Street Food,Fast Food",Delhi
Urban Meal,4.0,20,500,American,Delhi
Bhatti Sardara Di,3.7,100,300,"North Indian,Punjabi",Delhi
Brown Sugar,3.9,100,600,"Chinese,American",Delhi
Pure Veg Meals by Lunchbox,4.1,20,200,"North Indian,Desserts",Delhi
Amar Shonar Bangla,4.1,500,500,"Bengali,North Indian",Delhi
Mo and Co,3.5,50,150,"Chinese,Fast Food",Delhi
AAM ODISHA,3.8,50,150,Oriya,Delhi
For God's Cake,3.7,100,250,"Desserts,Bakery",Delhi
Haldirams,4.3,20,500,"Chaat,North Indian",Delhi
Taco Bell,3.9,100,300,Mexican,Delhi
Tandoor-e-Khwab,4.1,20,500,"North Indian,Kebabs",Delhi
Kake Da Kukkad,4.0,100,250,"North Indian,Kebabs",Delhi
Madam Curry - Luxury Indian Delivery,4.2,20,800,"North Indian,Mughlai",Delhi
Bowl Meals And More,3.9,100,300,"North Indian,Biryani",Delhi
Amma Food Corner,4.2,20,200,South Indian,Delhi
Eastern Cravings,4.2,100,300,"Chinese,Asian",Delhi
The Kulchas,4.0,500,100,"North Indian,Snacks",Delhi
Asli Pishori kharode wala,3.9,20,250,"North Indian,Mughlai",Delhi
Kabab Corner,4.2,20,500,Mughlai,Delhi
Punjabiya di Hatti,3.9,100,300,"North Indian,Mughlai",Delhi
Neha's Street,4.0,20,300,"Chinese,Thai",Delhi
Grameen Kulfi,4.4,50,120,"Ice Cream,Desserts",Delhi
Rollsking,3.9,500,250,"Fast Food,North Indian",Delhi
The Canteen Project,4.2,20,250,"North Indian,Street Food",Delhi
The Big Grill,3.6,20,300,"Indian,Mughlai",Delhi
Culinaire,4.3,100,600,"Chinese,Thai",Delhi
Pizza Hut,3.7,500,350,Pizzas,Delhi
Chinese Culture,3.8,20,450,Chinese,Delhi
The Baker's Dozen,4.1,50,300,"Bakery,Desserts",Delhi
Kwality Walls Frozen Dessert and Ice Cream Shop,4.3,100,300,Ice Cream,Delhi
Annapurna Bhojnalya,3.8,100,150,"Indian,Chinese",Delhi
Burgrill - The Win Win Burger,4.4,100,250,"Burgers,Healthy Food",Delhi
Pahadi Caterers,3.9,20,200,Indian,Delhi
Theobroma,4.7,100,800,"Desserts,Bakery",Delhi
Bercos - If you love chinese,4.1,100,600,"Chinese,Thai",Delhi
Keventers - Milkshakes and Desserts,4.2,500,300,"Beverages,Ice Cream",Delhi
SoupX-Sip of Health,4.0,20,400,"Healthy Food,Salads",Delhi
BIG Burger 247,4.8,20,500,American,Delhi
Good Flippin' Burgers,4.7,20,600,"Burgers,Fast Food",Delhi
BIKANER STREET,3.8,20,400,"Indian,Chinese",Delhi
Vatika,4.0,100,200,"North Indian,Mughlai",Delhi
Healthiemenu,3.9,500,250,"Healthy Food,Salads",Delhi
THE PIZZA COOK,3.5,100,299,Pizzas,Delhi
Panx Pizza,3.6,20,300,"Italian,Fast Food",Delhi
THE CAKE PALACE,2.3,20,200,Desserts,Delhi
Pehlwan Di Hatti,3.7,50,300,"Mughlai,North Indian",Delhi
Momo City Express,3.9,100,150,"Chinese,Snacks",Delhi
VIP SWEETS ( CR PARK MARKET 2 ),4.0,20,300,Sweets,Delhi
ZAZA 22 Spice Biryani,3.8,50,250,"Biryani,North Indian",Delhi
Prince Paan,4.5,20,200,Paan,Delhi
Slice of Venice Pizzas,4.0,100,300,"Pizzas,Pastas",Delhi
Tibb's Frankie,3.9,100,250,"Chinese,Indian",Delhi
Time's Kitchen,3.6,20,300,"Chinese,Fast Food",Delhi
Asia Kitchen by Mainland China,5.0,20,1000,"Asian,Chinese",Delhi
Madhuvan chinese fast food,3.7,20,100,"Chinese,North Indian",Delhi
Big Fat Sandwich & Pizza,3.9,20,800,"American,Continental",Delhi
Asli Desi Thaath,4.6,20,250,"North Indian,Mughlai",Delhi
Nando's,4.2,100,450,"Portuguese,African",Delhi
Muradabadi Shahi Biryani and Chicken Corner,3.8,100,250,Biryani,Delhi
ETSU,4.2,50,700,"Asian,Chinese",Delhi
Creme N Crisp,3.9,500,400,"Desserts,Bakery",Delhi
Angry Mama's Wok,4.3,50,500,"Asian,Thai",Delhi
Badnaam Chur Chur Naan,3.7,20,200,North Indian,Delhi
Plates And Bowls,4.0,100,300,"North Indian,Kebabs",Delhi
Indian Cravings,3.9,50,300,"Indian,Chinese",Delhi
PANDAN - Asian Eats,4.3,50,700,"Asian,Chinese",Delhi
Punjab Grill,4.0,50,900,"North Indian,Indian",Delhi
The Food Section,4.3,20,200,"Chinese,North Indian",Delhi
Zambar,4.5,20,400,"South Indian,Andhra",Delhi
Kebabish,4.5,20,300,"North Indian,Chinese",Delhi
The Artful Baker,4.1,20,400,"Desserts,Bakery",Delhi
Qwinny's,4.9,20,600,"Chinese,Pan Asian",Delhi
Begum Noor Jahan Biryani,4.7,20,600,Biryani,Delhi
YouMee,4.2,50,800,"Japanese,Asian",Delhi
Street Foods By Punjab Grill,3.9,100,300,"Mughlai,North Indian",Delhi
La Mesa,4.1,20,400,"American,Fast Food",Delhi
LCC - Love Cheesecakes,4.6,20,350,"Desserts,Bakery",Delhi
Beijing Momo,4.5,20,300,"Chinese,Pan Asian",Delhi
NH1 Bowls - Highway To North,4.1,20,250,"North Indian,Punjabi",Delhi
Anupama Express,4.1,50,250,"Sweets,North Indian",Delhi
Thaali Box - Desi Meals & Thalis,4.2,100,300,"North Indian,Fast Food",Delhi
Uncle Jack's,3.9,100,300,"American,Fast Food",Delhi
DHIYANSHI KITCHEN,4.1,20,200,"Bengali,North Indian",Delhi
Indian and Chinese Food Express,3.8,50,250,"North Indian,Chinese",Delhi
Roll Club,4.1,50,250,"Biryani,Street Food",Delhi
Behrouz Biryani - Royal & Safe,4.4,100,500,"Biryani,Mughlai",Delhi
Francesco's Pizzeria,4.8,20,700,"Pizzas,Italian",Delhi
NOVELTY CHICKEN CORNER,3.8,100,300,"Indian,Chinese",Delhi
The Belgian Waffle Co.,4.4,100,200,"Desserts,Ice Cream",Delhi
Sampa Caterers & Food Point,3.3,20,200,Bengali,Delhi
McDonald's,4.3,1000,400,American,Delhi
Hudson Chopsticks,4.2,500,300,"Chinese,Pan Asian",Delhi
Pizza Connection,4.0,20,300,Italian,Delhi
79-TASTE OF KOLKATA,4.0,20,240,"Indian,Bengali",Delhi
The burger + burger,4.2,50,200,Continental,Delhi
Karim's,3.8,100,650,"North Indian,Mughlai",Delhi
Cafe Coffee Day,3.8,100,300,"Beverages,Snacks",Delhi
Nino Burgers,4.5,50,600,"American,Fast Food",Delhi
Glocal Bhoj,3.4,20,150,"North Indian,Chinese",Delhi
Dimcha,4.2,20,800,"Pan Asian,Chinese",Delhi
Chinese place,3.5,20,199,Chinese,Delhi
Aami Bangali,3.3,20,600,"Bengali,North Indian",Delhi
Rolls Mania,4.0,50,200,"Fast Food,Beverages",Delhi
CAFE BELMONTE,5.0,20,300,"Fast Food,Pastas",Delhi
THE GRILLED CHEESE LAB,4.6,20,500,"American,Fast Food",Delhi
HAMBRE HOMBRE,4.5,20,700,Mexican,Delhi
ROMS PIZZA,3.7,20,200,Pizzas,Delhi
Giani,4.1,100,300,"Ice Cream,Desserts",Delhi
The Passion Project,4.5,20,600,Healthy Food,Delhi
Kebab & Rolls,3.8,100,500,"Kebabs,North Indian",Delhi
Fat Wrap Fat Roll,4.1,20,400,"Snacks,Beverages",Delhi
Crusty Culture- Artisan Pizzas,3.9,50,550,"Pizzas,Italian",Delhi
Wow! Momo,3.9,100,300,"Tibetan,Healthy Food",Delhi
Tobiko by ENOKI,4.6,50,800,"Chinese,Sushi",Delhi
Havmor Havfunn ice cream,4.3,100,200,"Ice Cream,Ice Cream Cakes",Delhi
Al Sameer,3.0,20,300,"North Indian,Mughlai",Delhi
BOSS Burger,4.0,100,500,"American,Continental",Delhi
CHEEZY BLEND,4.1,20,400,"American,Pizzas",Delhi
"Chai Lelo- Chai, Snacks & More",3.6,50,150,"Beverages,Snacks",Delhi
Recipe Master- Crafted Shawarmas and More,4.2,50,500,"Lebanese,Middle Eastern",Delhi
Meals and Bowls,3.4,100,150,Indian,Delhi
Enoki - Fresh Asian Kitchen,4.3,100,1000,"Chinese,Pan Asian",Delhi
The Great Cafe,3.1,20,50,Beverages,Delhi
MoonMoon - Juicy Crustwiches,4.1,100,300,"American,Snacks",Delhi
Baskin Robbins,4.5,50,300,"Ice Cream,Desserts",Delhi
Tony's Italian Pizza,4.0,100,550,"Italian,Pizzas",Delhi
Khandani,4.2,20,150,"Snacks,Beverages",Delhi
Taste of Tibet,3.7,100,500,Tibetan,Delhi
Faasos - Wraps & Rolls,4.1,500,200,"Fast Food,Snacks",Delhi
Chowman East of Kailash,4.3,100,750,"Chinese,Asian",Delhi
Sandburg Shakes,4.5,100,500,"American,Salads",Delhi
Chef on street,4.4,20,250,"Chinese,Italian",Delhi
Wafflesome,4.3,50,299,"Fast Food,Desserts",Delhi
Taste of China,3.4,20,300,Fast Food,Delhi
Noodle HOUSE,4.4,20,350,"Chinese,Thai",Delhi
VEER JI MALAI CHAAP WALE,3.7,100,300,"Tandoor,North Indian",Delhi
Al - Jawahar Restaurant,3.0,20,500,"North Indian,Snacks",Delhi
The Bong Connections,4.2,50,500,"Bengali,Thalis",Delhi
The Punjabi Food Factory,2.9,20,200,Indian,Delhi
Starbucks Coffee,4.0,50,400,Beverages,Delhi
Giani's,4.6,50,200,"Ice Cream,Desserts",Delhi
Drums of heaven express,4.2,50,900,"Thai,Chinese",Delhi
Curry Affair,4.3,20,300,"North Indian,Desserts",Delhi
SAINA FOOD POINT,4.1,100,300,"Chinese,Indian",Delhi
Punjab-E-Zaika,3.3,20,200,"Mughlai,Tandoor",Delhi
A W Foods,4.0,100,500,North Indian,Delhi
SGF - Spice Grill Flame,3.7,100,250,"North Indian,Chinese",Delhi
WICHEE,4.2,20,400,"American,Beverages",Delhi
Yummy world,3.1,50,299,"Snacks,Healthy Food",Delhi
GYM FOODIE,3.8,20,250,"Fast Food,Indian",Delhi
Al- Mueen Chicken Corner,3.9,100,200,"Mughlai,Biryani",Delhi
Chungwa,4.3,20,1000,"Thai,Seafood",Delhi
Layla's Shawarma & Middle Eastern Kitchen,4.4,100,900,Middle Eastern,Delhi
Call Chotu - Your Everyday Food Genie,4.0,500,300,"North Indian,American",Delhi
LEAFSNBEANS,3.5,20,200,"Continental,Desserts",Delhi
Wok Me,4.2,20,550,"Chinese,Thai",Delhi
Subway (Kalkaji),4.2,100,300,"Fast Food,Salads",Delhi
Punjabi Zaika,3.6,100,500,"Mughlai,North Indian",Delhi
Defence Bakery,4.5,100,500,"Bakery,Desserts",Delhi
The Biryani Life,4.3,20,250,"Biryani,Hyderabadi",Delhi
Kori's,4.1,100,1000,"Korean,Sushi",Delhi
Bol Gappe,4.1,100,200,"Chaat,Street Food",Delhi
Kake Da Hotel ( Of Connaught Place Fame),4.2,500,400,North Indian,Delhi
Truffle Story,4.0,20,300,Bakery,Delhi
Kebab Ganj,4.0,20,200,"North Indian,Biryani",Delhi
Whipped,4.2,100,1000,Bakery,Delhi
Momo Singh,3.3,20,250,"Indian,Chinese",Delhi
POMP - Pizza On My Plate,4.1,100,700,"Pizzas,American",Delhi
BIMBOX - Burger In My Box,4.0,100,550,"American,Beverages",Delhi
Ashirbad Snacks Corner,4.1,100,100,"Bengali,Fast Food",Delhi
Maa Tara,4.2,100,400,"North Indian,Bengali",Delhi
The emperors chef,4.7,20,600,"Chinese,Pan Asian",Delhi
Third Wave Coffee,4.3,100,400,"Beverages,Bakery",Delhi
Domino's Pizza,4.1,100,400,Pizzas,Delhi
Flaming Wok,4.3,20,600,"Chinese,Thai",Delhi
ParaFit Delivers,4.3,100,500,"Indian,Continental",Delhi
INDISH - The Art Of Mughlai Food,4.2,50,400,"North Indian,Mughlai",Delhi
Green Cravings,3.9,50,250,"Healthy Food,Continental",Delhi
Nikke Tikke Express,4.1,20,400,"Afghani,North Indian",Delhi
CAFE  CLOVE,4.1,20,250,"North Indian,Indian",Delhi
Bikaner Express,4.2,50,150,Indian,Delhi
Chickeera,4.1,100,500,"American,Mexican",Delhi
MONGINIS- The Cake Shop,4.7,20,300,"Bakery,Desserts",Delhi
LunchBox - Meals and Thalis,4.2,100,200,"North Indian,Punjabi",Delhi
Nirula's,4.2,100,300,"Desserts,Ice Cream",Delhi
L' Opera,4.0,20,600,"Bakery,Desserts",Delhi
Lords Of Chaap,3.9,100,300,North Indian,Delhi
Burger King,4.1,1000,350,American,Delhi
Barista,3.8,20,350,"Beverages,Snacks",Delhi
Lhasa,3.9,100,400,"Chinese,Tibetan",Delhi
Wagh Bakri Tea Lounge,4.4,20,500,"Beverages,Snacks",Delhi
Alam Muradabadi Chicken Corner,2.6,20,300,Mughlai,Delhi
Dhaba Punjabi,3.8,100,200,North Indian,Delhi
Dadu Cutlet Shop,4.0,100,150,Indian,Delhi
Little Chinese Chef,3.4,20,250,Fast Food,Delhi
Shekaza - Since 1992,4.3,100,300,"North Indian,Chinese",Delhi
C.I.A Call it Asiian,4.6,500,800,"Pan Asian,Chinese",Delhi
Sweet Truth - Cake and Desserts,4.1,50,450,"Ice Cream,Bakery",Delhi
Madly Bangalee,3.0,20,400,"Bengali,Continental",Delhi
The Projekt,3.3,20,350,"Chinese,Asian",Delhi
Sheikh Chang Singh,4.3,50,450,"Chinese,Biryani",Delhi
Veg Potli,3.0,20,150,"Indian,North Indian",Delhi
Stop My Starvation,4.8,20,300,"Bakery,Fast Food",Delhi
New Chennai Cafe,2.4,20,250,South Indian,Delhi
Mr  D elicious,4.7,50,200,"North Indian,Indian",Delhi
SuperSucker,3.7,20,400,"Chinese,Beverages",Delhi
THALI AT 99,3.8,100,99,"Thalis,Indian",Delhi
Slay Coffee,4.6,100,200,"Beverages,Desserts",Delhi
Sai Durga Dosa & Pizza Corner,3.7,50,250,"South Indian,Italian",Delhi
Currynama by Seven Seas,4.4,20,800,"North Indian,Mughlai",Delhi
Khidmat,4.3,20,750,"Mughlai,Indian",Delhi
S b Punjabi Tadka,4.0,50,100,North Indian,Delhi
Think Biryani,5.0,20,500,"Biryani,North Indian",Delhi
Aminia,4.1,100,500,"Mughlai,Biryani",Delhi
EMOI- ARTISANAL ICE CREAMS & GELATO,4.6,50,200,"Ice Cream,Desserts",Delhi
Butter Chicken Company,3.9,50,600,"North Indian,Tandoor",Delhi
Azzurro Express,4.4,20,800,"Pizzas,Pastas",Delhi
CHICAGO PIZZA,3.5,100,300,Pizzas,Delhi
The Food Box - Thalis & Meals,4.6,50,300,"Thalis,North Indian",Delhi
Punjabi Rasoi,3.6,1000,200,"North Indian,Biryani",Delhi
Biryani Badshah,4.1,100,400,"Biryani,Hyderabadi",Delhi
Yours Truly Butter Chicken,4.2,100,600,"North Indian,Kebabs",Delhi
Hot Paprika,3.6,100,250,"Chinese,Snacks",Delhi
Kake Da Dhaba,2.5,20,200,Indian,Delhi
Chaayos Chai+Snacks=Relax,4.6,100,250,"Bakery,Beverages",Delhi
Hong Kong Express,4.0,100,450,"Chinese,Thai",Delhi
Angels in my Kitchen,4.1,20,600,Bakery,Delhi
Thalis Of Nation,3.3,20,250,"North Indian,South Indian",Delhi
Grill Kitchen,4.1,50,300,"North Indian,Mughlai",Delhi
Mr. Momo Express,4.3,20,200,"Chinese,Fast Food",Delhi
Auntie Fung's,3.8,50,600,"Thai,Chinese",Delhi
Cocoberry,4.3,100,200,Desserts,Delhi
Biryani Blues,4.0,500,400,"Biryani,Hyderabadi",Delhi
Open Oven Bakehouse,4.3,50,200,"Desserts,Bakery",Delhi
Firangi Bake,4.0,20,400,"Italian,Mexican",Delhi
Shake sahab,3.4,50,200,"Beverages,Ice Cream",Delhi
Bang Bang Pizza,4.4,20,500,"Pizzas,Italian",Delhi
Foodmenu,4.9,50,250,"North Indian,Indian",Delhi
Oye Punjabi's,4.1,100,250,"Mughlai,North Indian",Delhi
Shama  Biryani,3.3,20,200,Indian,Delhi
Oven Story Pizza,3.7,100,400,Pizzas,Delhi
SPICE ALLEY,3.9,20,450,"North Indian,Mughlai",Delhi
Call Chotu - Meal in a Bowl,4.2,100,300,"North Indian,Chinese",Delhi
MOMO,2.6,20,100,Chinese,Delhi
Pearl's Pizza,4.2,20,1200,Italian,Delhi
CHINESE CLOWN,3.7,50,450,"Chinese,Tibetan",Delhi
Sardarji Di Bhatti (Since 1981),3.5,100,300,"North Indian,Punjabi",Delhi
Chinese Daily,4.1,100,400,"Chinese,Thai",Delhi
Amritsari Hatti,3.7,100,200,"North Indian,Mughlai",Delhi
Khana Khazana Restaurant,4.1,100,200,"North Indian,Chinese",Delhi
Momo Express,3.3,20,200,Chinese,Delhi
Baraat - Celebrate Indian Food,4.2,20,600,North Indian,Delhi
Maalgaadi by Dhaba Estd 1986 Delhi,4.0,100,300,"North Indian,Indian",Delhi
Sona Sweets Sri Udupi Restaurant,4.4,50,400,"South Indian,North Indian",Delhi
Yours Truly Butter Paneer,4.3,50,500,"Desserts,Kebabs",Delhi
Spice Market - Premium Kebab Experience,4.2,50,600,"Indian,Mughlai",Delhi
MOMO SHOMO,4.1,50,300,"Chinese,Fast Food",Delhi
Hello Asia,3.8,20,300,"Chinese,Pan Asian",Delhi
Hangchuaa's Chinese food corner,3.0,100,300,Chinese,Delhi
THE WELCOME DRINKS,3.4,20,50,Beverages,Delhi
Wendy's,4.1,100,400,"American,Burgers",Delhi
Lutyens kitchen,4.5,20,200,"Chinese,Pan Asian",Delhi
KHURAK-HEALTHY FOOD JOINT,4.0,20,200,"Juices,Beverages",Delhi
Dilli 19,3.9,500,400,"Indian,Chinese",Delhi
Nathu's Bakers & Sweets Shop,3.2,50,300,"North Indian,Desserts",Delhi
GetAWhey - Healthy Ice creams.,4.6,20,250,"Ice Cream,Healthy Food",Delhi
Yo Punjabi,3.9,20,400,"North Indian,Beverages",Delhi
Prince Of China,3.7,20,500,"Chinese,Thai",Delhi
Samosa super fast,3.7,50,110,"Indian,Snacks",Delhi
Asian Dora,4.1,100,300,"Chinese,Asian",Delhi
Blue Tokai Coffee Roasters,4.8,100,800,"Healthy Food,Pastas",Delhi
CHINESE STORY,2.8,50,200,Chinese,Delhi
THE TARI STORY,1.2,20,500,"North Indian,Chinese",Delhi
Smoke House Deli,4.3,100,600,"Italian,Continental",Delhi
Captain Chinese,4.2,20,300,"Chinese,Thai",Delhi
Yangkiez by Momo Mami,4.1,500,300,"Chinese,Pan Asian",Delhi
Wok Choi,4.4,50,500,"Asian,Chinese",Delhi
Coastal Reef,4.6,50,600,"Coastal,Seafood",Delhi
PetPuraan,4.3,20,600,"Biryani,Indian",Delhi
Ikigai By Harisons Caterers (Est 1960),4.8,50,1100,"Japanese,Asian",Delhi
NIC Natural Ice Creams,4.6,500,120,"Ice Cream,Desserts",Delhi
Padmanabham,4.1,100,300,"South Indian,Mughlai",Delhi
The Himalayan Kitchen,3.5,20,1300,"Chinese,Tibetan",Delhi
New Minar Restaurant (GK1),4.2,20,1200,North Indian,Delhi
Horn Please,4.3,20,500,"Pan Asian,Chinese",Delhi
Ustad,4.1,50,350,"North Indian,Tandoor",Delhi
Chocolateria San Churro,3.9,100,350,"Desserts,Bakery",Delhi
PM 2 AM Food Bank,4.2,20,500,"Mughlai,Indian",Delhi
Foodie India,3.8,20,500,"Chinese,Asian",Delhi
Greenr Cafe,4.3,20,800,"Healthy Food,Salads",Delhi
Natural Ice Cream,4.7,50,150,Ice Cream,Delhi
Bella Pizza,4.8,20,500,"Pizzas,Fast Food",Delhi
Crazy Bao,2.5,20,200,"Pan Asian,American",Delhi
Napoli Pizza,4.0,20,400,"Pizzas,Italian",Delhi
BE HEALTHY,3.5,20,250,"Healthy Food,Beverages",Delhi
Dimsum & Co.,4.2,20,650,"Chinese,Thai",Delhi
DELHI FOOD CORNER,3.8,50,300,"Chinese,Indian",Delhi
Punjabi Snacks,3.9,20,150,Fast Food,Delhi
The Meal Factory,3.8,50,150,"Thalis,Combo",Delhi
The Orange Twigs Cafe,4.5,50,600,American,Delhi
Yaami s Kitchen,4.1,20,300,Chinese,Delhi
ABSOLUTE SAMOSA,2.7,20,150,"Snacks,Indian",Delhi
Pearl's Eatery,4.0,20,1500,"American,Desserts",Delhi
Hungry Panda - Deliciously Chinese,3.5,20,300,"Chinese,Pan Asian",Delhi
Mr. Hungry,3.7,100,150,"Indian,Chinese",Delhi
Khanti bangali,3.6,100,300,"Bengali,Seafood",Delhi
CHINESE LICIOUS,4.2,20,300,"Chinese,Pan Asian",Delhi
The Asian Trail by Pearl Boutique Bakery,4.7,20,800,Chinese,Delhi
Naivedyam,4.2,100,300,South Indian,Delhi
Let's Noodle,4.6,20,350,"Chinese,Indian",Delhi
Anupama Sweets and Restaurant,4.0,500,250,"Sweets,North Indian",Delhi
Just Dig In,5.0,20,600,"Healthy Food,Snacks",Delhi
CHINESE NATION,4.0,50,300,"Chinese,Thai",Delhi
Aaro Khabo,3.1,100,300,Bengali,Delhi
MOMO.IN,2.0,20,99,Chinese,Delhi
Ice Cream Works,4.2,20,500,Ice Cream,Delhi
The Chinese story,2.8,20,300,Chinese,Delhi
Burgerama,4.4,100,600,"American,Beverages",Delhi
CAFE CHINESE WOK,4.3,20,300,"Chinese,Thai",Delhi
Sagar Ratna,4.1,100,450,"South Indian,North Indian",Delhi
IKURA,3.8,20,800,"Chinese,Sushi",Delhi
FreshMenu,3.9,500,250,"Chinese,Continental",Delhi
Bijoli Grill,4.4,50,800,North Indian,Delhi
Insta Pizza,3.9,100,400,"Pizzas,Italian",Delhi
"Fat Guy's Kitchen - Pizza, Pasta & Burgers!!",4.1,20,800,"Pizzas,Pastas",Delhi
AMMAS KITCHEN,4.2,50,400,South Indian,Delhi
Bombay Meri Jaan,4.1,100,300,"Fast Food,Street Food",Delhi
Govindas,4.7,50,500,"Indian,Chinese",Delhi
SECOND WIFE'S RESTAURANT,4.1,20,150,"North Indian,Chinese",Delhi
Bunty Dhaba,3.8,100,500,"North Indian,Chinese",Delhi
kitchen,3.5,20,500,"Tibetan,North Indian",Delhi
Relax Xpress,4.2,100,400,"Mughlai,North Indian",Delhi
The Punjabi Story,4.1,20,250,"Indian,Mughlai",Delhi
Sandoz Nehru Place,4.3,100,300,North Indian,Delhi
Social,4.3,100,600,"North Indian,Chinese",Delhi
